,canonical
188,O=C(OC1CCOCC1)[C@H]1C[C@]2(C[NH2+]1)C(=O)Nc1ccccc12
189,Nc1nc(CCc2ccc3cc[nH]c3c2)cc(=O)[nH]1
190,CCCCOc1ccc(CSC(N)=[NH2+])cc1Cl
191,C[N@@H+](Cc1cccc(CCc2cccnc2N)c1)Cc1ccco1
192,Nc1ncccc1NCc1ccccc1
193,CC(C)C[C@@]1(C)NC(=N)N(Cc2cccc(Cl)c2)C1=O
194,Fc1ccc(CC2CC[NH2+]CC2)cc1
195,Cn1c(N)nc([C@H]2C[C@H]2c2ccccc2)cc1=O
196,CC1(C)NC(=N)N(Cc2cccc(Cl)c2)C1=O
197,Nc1nc2cc(Cl)ccc2n1CCCO
198,Nc1nc2ccccc2nc1N1CCCC1
199,Nc1ncccc1CCc1cccc(Cl)c1
200,Nc1nccc2ccccc12
201,Nc1ccc2ccccc2n1
202,Cc1ccc(C)c(OC[C@H](O)C[NH+]2CCOCC2)c1
203,CCCc1cc(=O)[nH]c(N)n1
204,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](CCC(=O)[O-])NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]([NH3+])Cc1c[nH]c2ccccc12)C(C)C)[C@@H](O)C[C@H](C)C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)[O-])C(=O)N[C@H](Cc1ccccc1)C(=O)[O-]
205,Cc1cc(C)n(COC(=O)N[C@@H](CS(C)(=O)=O)C(=O)N[C@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NCC(C)C)C(C)C)n1
206,CC(C)C[C@@H](NC(=O)[C@@H]([NH3+])CCC(=O)[O-])C(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-])C(C)C
207,COC[C@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@@H]2C[C@H](Oc3ccccc3)C[NH2+]2)c1
208,COC[C@@H]1CCCN1C(=O)c1cc(C)cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2CN(S(=O)(=O)c3cccc(C)c3)CC[NH2+]2)c1
209,CO[C@@H](C[C@@H](O)[C@@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)N[C@@H](C(=O)NCc1ccccc1)C(C)C
210,CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CCC(=O)[O-])C(C)C)[C@H](O)C[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@@H](Cc1ccccc1)C(=O)[O-]
211,COc1cccc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(-c4cccc(C#N)c4)cs3)C2)n1
212,CC(C)C[C@H](NC(=O)c1cc(C(=O)N[C@@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@H](O)C[C@@H](C)C(=O)N[C@@H](C(=O)NC(C)C)C(C)C
213,CC#Cc1cncc(-c2cc(Cl)c([C@@]3(C)CC(=O)N(C)C(=[NH2+])N3)s2)c1
214,COc1cccc(C[NH2+]C[C@@H](O)[C@@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N[C@@H](C)c3ccccc3)cc(N(C)S(C)(=O)=O)c2)c1
215,CN1C(=O)[C@@H]2CN(C(=O)c3ccccc3)C[C@]2(c2cc(-c3cccc(C#N)c3)cs2)N=C1N
216,COc1cccnc1N1C[C@H]2C(=O)N(C)C(N)=N[C@@]2(c2cc(-c3cccc(C#N)c3)cs2)C1
217,COCCO[C@H](C[C@@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C
218,CC#Cc1cncc(-c2cccc([C@@]3(C4CC4)NC(=[NH2+])N(C)C3=O)c2)c1
219,CN1C(=O)[C@@H]2CN(c3ncccc3C#N)C[C@]2(c2cc(-c3cccc(C#N)c3)cs2)N=C1N
220,CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2[NH+]=C1N)C1CCCCC1
221,CCn1cc2c3c(cc(C(=O)N[C@H](Cc4ccccc4)C(O)(O)C[NH2+]C4CCOCC4)cc31)N(C)S(=O)(=O)CC2
222,COc1ccc(-c2nsc(C)c2C(=O)/N=C(/N)NCc2cc(C)c(NC(C)=O)c(Cl)c2)cc1
223,CC(C)CNC(=O)[C@@H]([NH2+]C[C@@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)[C@H](C)O
224,CC(C)C[C@@H](NC(=O)[C@@H]1CC(=O)NCCCCCCOC(=O)N[C@H](C(C)C)C(=O)N1)[C@@H](O)C[C@H](C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C
225,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H]([NH3+])C[C@H](C)C(=O)Nc2ccc(F)cc2)c1
226,NC1=[NH+][C@](c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21
227,COc1ccc(-c2nsc(C)c2C(=O)/N=C(/N)NCc2cc(Cl)c(N)c(Cl)c2)cc1
228,CN1C(=O)C[C@](C)(c2cc(-c3cccc(C#N)c3)cs2)N=C1N
229,CN1C(=[NH2+])N[C@](c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)C1=O
230,CN1C(=O)[C@H]2CN(c3ccccc3)C[C@@]2(c2ccc(-c3ccc(F)c(C#N)c3)s2)N=C1N
231,COc1cccc(-c2cccc([C@]3(c4ccccc4)NC(=[NH2+])N(C)C3=O)c2)c1
232,COc1cccc(-c2cccc([C@]3(C)CC(=O)N(C)C(N)=N3)c2)c1
233,COc1cccc(CN2C[C@@H](C(=O)N[C@H](Cc3ccccc3)[C@H](O)C[NH2+]Cc3cccc(N(C)C)c3)NC2=O)c1
234,CN1C(=[NH2+])N[C@@](c2ccccc2)(c2cccc(-c3cccnc3)c2)C1=O
235,CN(C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2[NH+]=C1N)C1CCCCC1
236,CN1C(=[NH2+])NC(c2ccccc2)(c2ccccc2)C1=O
237,CN(C)c1cccc(C[NH2+]C[C@@H](O)[C@@H](Cc2ccccc2)NC(=O)[C@@]2(Cc3ccccc3)CN(Cc3ccccc3)C(=O)N2)c1
238,CC(C)(C)C#Cc1ccccc1-c1ccc2nc(N)ccc2c1
239,Nc1nc2ccccc2cc1CCC(=O)NCC1CCCCC1
240,CN(C(=O)CCc1cc2ccccc2nc1N)C1CCCCC1
241,Nc1ccc2cc(-c3ccsc3)ccc2n1
242,COc1cc(Cl)cc(C[N@H+]2CC[C@H](NC(=O)COc3ccc(S(N)(=O)=O)cc3C)CC2)c1OC(C)C
243,COc1cc(Cl)cc(C[N@H+]2CC[C@H](NC(=O)COc3ccc(S(N)(=O)=O)cc3)CC2)c1OC(C)C
244,[NH3+]CCc1ccc(O)c(C2CCCCC2)c1
245,CCc1cc(CC[NH3+])ccc1O
246,C[C@@H]([NH3+])Cc1ccc(O)cc1
247,[NH3+]CCc1ccc(O)cc1
248,Cc1ccccc1-c1ccc2nc(N)c(C[C@H](C)C(=O)NCCC(C)(C)C)cc2c1
249,CC[C@H](C)[C@@]1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@H]2C[C@H](O)C[NH2+]2)C1=O
250,CC(=O)N[C@H](Cc1ccc(C)c(F)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
251,CC(=O)N[C@H](Cc1cccc(F)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
252,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(/C(C)=N\OC)c1
253,CCCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H]([C@@H](O)C[NH2+]Cc1cccc(C(C)C)c1)Cc1cccc(c1)OCCCCN2
254,CC(C)c1cccc(C2([NH2+]C[C@@H](O)[C@H]3Cc4cccc(c4)OCCCCOc4cc(cc(N5CCCC5=O)c4)C(=O)N3)CC2)c1
255,CC[C@H](C)[C@@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@H]2C[C@@H](OCc3cccnc3)C[NH2+]2)C1=O
256,CC[C@H](C)[C@@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2C[C@@H](OCc3ccccn3)C[NH2+]2)C1=O
257,COCC(=O)N[C@H](Cc1cc(F)cc(-c2nccs2)c1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
258,C#Cc1cc(F)cc(C[C@@H](NC(=O)COC)[C@H](O)C[NH2+][C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1
259,CC(=O)N[C@@H](Cc1ccc(F)c(F)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
260,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc([C@H](C)O)c1
261,CCCS(=O)(=O)N(C)c1cc2cc(c1)C(=O)N[C@@H]([C@@H](O)C[NH2+]C1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2
262,CC(C)(C)c1cccc(C[NH2+][C@@H]2CS(=O)(=O)C[C@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@H]2O)c1
263,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@@H]([NH2+]Cc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
264,CC(C)(O)c1cccc(C[NH2+][C@@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1
265,CC(C)(CO)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@H]2O)c1
266,CC(=O)N[C@H](Cc1ccc(F)c(OC(F)(F)F)c1)[C@@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
267,CC(=O)N[C@H](Cc1cccc(C(F)(F)F)c1)[C@@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
268,CC(=O)N[C@H](Cc1ccc(F)c(C#N)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
269,CCn1cc([C@]2(c3cccc(NC(=O)c4ccccn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
270,Cc1ccccc1-c1ccc2nc(N)c(C[C@H](C)C(=O)NCC3CCCCC3)cc2c1
271,CCc1ccc2c(c1)[C@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCn3cc(cc(N4CCCC4)c3=O)C(=O)N1)CC1(CCC1)O2
272,CC#Cc1cncc(-c2cccc([C@]3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1
273,CCCO[C@H]1C[NH2+][C@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](CCc2ccccc2)N2CC[C@](NC(C)=O)([C@H](C)CC)C2=O)C1
274,CC[C@@H](C)[C@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@H]2C[C@H](Oc3ccccc3)C[NH2+]2)C1=O
275,CC[C@@H](C)[C@@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@@H]2C[C@@H](Oc3ccccn3)C[NH2+]2)C1=O
276,CC[C@H](C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@H]2C[C@@H](OCc3cccc(C(F)(F)F)c3)C[NH2+]2)C1=O
277,CC(C)(C)Cc1cnc2c(c1)[C@H]([NH2+]C[C@H](O)[C@@H]1Cc3cccc(c3)CCCn3cc(ccc3=O)C(=O)N1)CC1(CCC1)O2
278,C#Cc1ccc(F)c(C[C@H](NC(=O)COC)[C@@H](O)C[NH2+][C@@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1
279,CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(/C(C)=N\O)c1
280,CCn1cc2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@H](O)C[NH2+]CCC(F)(F)F)cc31)N(C)S(=O)(=O)CC2
281,CCOc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1
282,CC[C@@H](C)[C@@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)[C@@H]2C[C@@H](OCc3cccc(C#N)c3)C[NH2+]2)C1=O
283,C[C@@H](Oc1cc(C[C@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)(C)C)c3)[C@@H]2O)cc(F)c1N)C(F)(F)F
284,CC(C)[C@H](NC(=O)[C@@H](C)C[C@@H](O)[C@H](COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)N[C@@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1
285,C[C@@H](O)C(=O)N[C@H](Cc1cccc(-c2nccs2)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
286,CC(C)c1cccc(C[NH2+]C[C@H](O)[C@@H]2COC/C=C/C[C@H](c3ccccc3)NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1
287,C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)C[NH2+][C@@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1
288,CC(=O)N[C@H](Cc1ccccc1F)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
289,COc1ccc(C[C@@H](NC(C)=O)[C@H](O)C[NH2+][C@@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1F
290,CC(C)[C@H](NC(=O)[C@@H](C)C[C@H](O)[C@@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCc1ccccc1
291,C#Cc1cc(C[C@H](NC(=O)COC)[C@H](O)C[NH2+][C@@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F
292,CC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
293,CC(=O)N[C@@H](Cc1ccc(F)c(C)c1)[C@@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
294,CCCN(CCC)C(=O)c1cc(C(C)=O)cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c1
295,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(C2CCCC2)c1
296,COCCOC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)(C)C)c3)[C@@H]2O)cc(F)c1N)C(F)(F)F
297,COCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
298,CC[C@@H](C)[C@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2Cc3cccc(OC)c3C[NH2+]2)C1=O
299,COc1cc(C[C@@H](NC(C)=O)[C@H](O)C[NH2+][C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)ccc1F
300,CCCO[C@@H]1C[NH2+][C@H]([C@@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](CCc2ccccc2)N2CC[C@@H]([C@@H](O)CCC)C2=O)C1
301,CCn1cc2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CCOCC4)cc31)N(C)S(=O)(=O)CC2
302,CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNc4ccccc4)cc31)N(C)S(=O)(=O)CC2
303,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@@H](O)C[NH2+]C(C)(C)CCCC(C)C)cc13)N(C)S(=O)(=O)CC2
304,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CCOCC4)cc13)N(CC)S(=O)(=O)CC2
305,CC(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1
306,CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)C)cc21
307,CCC[C@@H](O)[C@H]1CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)C1=O
308,COCC(=O)N[C@@H](Cc1cccc(-c2cncs2)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
309,COCC(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
310,CCCO[C@@H]1C[NH2+][C@@H]([C@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)[C@@H](CCc2ccccc2)N2CC[C@@H](CC(C)C)C2=O)C1
311,COCC(=O)N[C@H](Cc1cccc(-c2nc(C)cs2)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
312,CCOCC(=O)N[C@H](Cc1cccc(-c2nccs2)c1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
313,CC(=O)N[C@H](Cc1ccccc1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
314,CC[C@@H](C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)[C@@H]2C[C@H](Oc3cccnc3)C[NH2+]2)C1=O
315,CCc1ccc2c(c1)[C@H]([NH2+]C[C@@H](O)[C@H]1Cc3cccc(c3)CCCCn3cc(cc(-c4ccccn4)c3=O)C(=O)N1)CC1(CCC1)O2
316,CCCO/N=C(/C)c1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1
317,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]C(C)(C)c2cccc(C(F)(F)F)c2)cc(N2CCCCS2(=O)=O)c1
318,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@H](Cc2ccccc2)[C@@H](O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N2CCCC2=O)c1
319,CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@H](Cc3cc(F)c(N)c(OCC(F)F)c3)[C@H]2O)c1
320,CC(C)(C)c1cccc(C[NH2+][C@H]2CS(=O)(=O)C[C@H](Cc3cc(F)c(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1
321,CC1(C)OCc2ccc(C[NH2+][C@H]3CS(=O)(=O)C[C@@H](Cc4cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c4)[C@@H]3O)cc21
322,CC#CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)c2)cn1
323,Cc1cc([C@@]2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O
324,CC[C@H](C)[C@@]1(NC(C)=O)CCN([C@H](CCc2ccccc2)C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@@H](O)C[NH2+]Cc2cccc(OC)c2)C1=O
325,COCC(=O)N[C@@H](Cc1ccc(F)c(-c2nccs2)c1)[C@@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
326,CC(C)(C)Cc1cnc2c(c1)[C@@H]([NH2+]C[C@H](O)[C@@H](Cc1cccc(-c3nccs3)c1)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2
327,CC#Cc1cncc(-c2cccc([C@@]3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1
328,CC(=O)N[C@H](Cc1ccc(F)cc1F)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
329,CC(=O)N[C@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
330,COCC(=O)N[C@@H](Cc1cccc(-c2cscn2)c1)[C@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
331,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@@H](O)C[NH2+]CCC(F)(F)F)cc13)N(C)S(=O)(=O)CC2
332,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CCCCC4)cc13)N(CC)S(=O)(=O)CC2
333,C[C@@H](NC(=O)c1cc(-c2ncc([C@@](C)([NH3+])Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
334,CC(C)(C)Cc1cc(C[NH2+][C@H]2CS(=O)(=O)C[C@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@H]2O)no1
335,CC(C)(C)c1cccc(C[NH2+][C@H]2C[S@@](=O)C[C@H](Cc3cc(F)c(N)c(O[C@@H](CO)C(F)(F)F)c3)[C@H]2O)c1
336,CO[C@@H](C)C(=O)N[C@H](Cc1cccc(-c2nccs2)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
337,CCCCN(C)C(=O)n1cc(C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21
338,CC(C)c1cccc(C[NH2+]C[C@H](O)[C@@H]2COC/C=C\CCN(C)C(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1
339,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(C(F)(F)F)c4)cc13)OS(=O)(=O)CC2
340,CCC[NH2+]C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2c3c(cn(CC)c3c1)CCS(=O)(=O)N2C
341,CCc1cn2c3c(cc(C(=O)N[C@H](Cc4ccccc4)[C@H](O)C[NH2+]Cc4cccc(OC)c4)cc13)N(C)S(=O)(=O)C2
342,C[C@H]([NH2+]C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)c1cccc(N(c2cccc(C#N)c2)S(C)(=O)=O)c1)C(=O)NC1CCCCC1
343,CCc1cc(C[C@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)(C)C)c3)[C@@H]2O)cc(F)c1NC(C)=O
344,CC(=O)N[C@@H](Cc1ccc2c(c1)OCO2)[C@@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
345,CCCCn1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1
346,CCCc1scc(-c2cn[nH]c2)c1C[C@H](NC1=NC(C)(C)Cc2cc(Cl)ccc21)C(=O)[O-]
347,CC(C)(C)c1cccc(C[NH2+][C@H]2C[S@@](=O)C[C@H](Cc3cc(F)c(N)c(OCC(F)(F)F)c3)[C@H]2O)c1
348,CCn1cc([C@]2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O
349,CC(=O)N[C@H](Cc1ccc(Cl)cc1)[C@@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
350,CCCCN(C)C(=O)n1cc(C(=O)N[C@H](Cc2cc(F)cc(F)c2)[C@H](O)C[NH2+]Cc2cccc(CC)c2)c2cccnc21
351,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+]C1(c2cccc(C(C)(C)C)c2)CCC(=NO)CC1
352,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\OCc3ccccc3)cc(N(C)S(C)(=O)=O)c2)c1
353,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(/C(C)=N\O)cc(N(c3ccccc3)S(C)(=O)=O)c2)c1
354,CCn1cc2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)C[NH2+]C4CC4)cc31)N(C)S(=O)(=O)CC2
355,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@@H](O)C[NH2+]C4CCCCC4)cc13)N(C)S(=O)(=O)CC2
356,COCc1cc2cc(n1)OCCCCOc1cccc(c1)C[C@@H]([C@H](O)C[NH2+]C1(c3cccc(C(C)C)c3)CC1)NC2=O
357,CC(C)(C)Cc1cnc2c(c1)[C@@H]([NH2+]C[C@H](O)[C@H](Cc1cccc(-c3nccs3)c1)NC(=O)[C@@H]1CCCO1)CC1(CCC1)O2
358,COCC(=O)N[C@H](Cc1cccc(-c2ccccn2)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
359,COCC(=O)N[C@H](Cc1cc(-c2nccs2)ccc1F)[C@@H](O)C[NH2+][C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
360,COCC(=O)N[C@H](Cc1cccc(-c2ncco2)c1)[C@H](O)C[NH2+][C@@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21
